 తెలంగాణా లోని ఒక ప్రభుత్వ హాస్పిటల్ దుఃస్థితిని వివరిస్తున్న నర్సు వీడియో,https://factly.in/telugu-tenali-govt-hospital-video-from-ap-is-being-shared-as-the-one-from-telangana/
 అయోధ్య నగర వీధుల్లోని ఇళ్లపై మరియు బ్రిడ్జ్ పిల్లర్లపై హిందూ దేవుళ్ళ ప్రతిమలు ఉన్న ఫోటోలు.,https://factly.in/telugu-photos-of-houses-and-bridge-pillars-painted-with-images-of-hindu-deities-in-prayagraj-city-are-falsely-shared-as-in-ayodhya/
 కరోనా పాజిటివ్ రావడంతో ప్రభుత్వ ఆసుపత్రిలో చేరిన మధ్యప్రదేశ్ ముఖ్యమంత్రి శివరాజ్ సింగ్ చౌహాన్.,https://factly.in/telugu-madhya-pradesh-cm-shivraj-singh-chouhan-is-not-getting-treatment-for-covid-19-in-government-hospital/
 కేంద్ర ప్రభుత్వం PM వైభవ్ లక్ష్మి యోజన అనే పథకం ద్వారా ప్రతీ మహిళకు రూ. 4^00^000 వరకు వడ్డీలేని రుణాలు అందిస్తుంది.,https://factly.in/telugu-government-of-india-has-not-launched-pm-dhana-lakshmi-yojana-or-pm-vaibhav-lakshmi-yojana/
 భారత దేశం లో ఒక లారీ హెలికాప్టర్ ని ఢీకొట్టిన ఘటన వీడియో.,https://factly.in/telugu-truck-crashing-into-a-helicopter-is-an-incident-from-brazil/
 అయోధ్యలో నిర్మించబోయే రామ మందిరం యొక్క ప్రతిపాదిత డిజైన్.,https://factly.in/telugu-this-3d-visualisation-is-not-the-proposed-design-of-ram-mandir-at-ayodhya/
 తెలుగు రాష్ట్రలలో ఇతర రాష్ట్రాల నుండి వచ్చిన దోపిడి దొంగల ముఠాలు సంచరిస్తున్నారు.,https://factly.in/telugu-old-photos-are-shared-as-robbery-gang-currently-roaming-in-telugu-states-1/
 కరోనాతో హాస్పిటల్ లో చికిత్స పొందుతున్న విజయసాయి రెడ్డిని పరామర్శించిన జగన్.,https://factly.in/telugu-2016-photo-shared-as-ap-cm-ys-jagan-visiting-covid-19-positive-mp-vijayasai-reddy/
 బెంగాల్ లో హిందూ మహిళల పైన జరుగుతున్న దురాగతాలకు సంబంధించిన ఫొటోలు.,https://factly.in/telugu-unrelated-old-photos-shared-as-violence-against-hindu-women-in-west-bengal/
 నదిలో కొట్టుకుపోతున్న జింక పిల్లను ప్రాణాలను తెగించి కాపాడిన అస్సాం బాలుడు.,https://factly.in/telugu-images-of-a-bangladeshi-boy-rescuing-a-fawn-portrayed-as-the-bahubali-of-assam/
 ‘కోవిడ్ మెడికల్ కిట్’ అని సూచిస్తూ టాటా గ్రూప్ జారీ చేసిన అడ్వైజరీ.,https://factly.in/telugu-the-message-covid-19-medical-kit-required-at-home-is-not-from-tata-health/
 అస్సాం వరదలుకు సంబంధించిన ఫొటోలు.,https://factly.in/telugu-unrelated-photos-shared-as-those-captured-during-the-recent-floods-in-assam/
 ఇటీవల ఒడిశా లో బిచ్చగాళ్ళ వేషం లో పట్టుబడ్డ అవయవ సరఫరా ముఠా ఫోటోలు.,https://factly.in/telugu-old-unrelated-photos-being-shared-as-organ-traders-caught-in-odisha/
 ఉర్దూ మీడియంలో చదివి SP అయిన మొట్టమొదటి ముస్లిం మహిళ^ బురఖా ధరించి విధులకి హాజరయ్యారు.,https://factly.in/telugu-the-girl-with-the-burkha-was-appointed-as-one-day-dsp-on-womens-day/
  ప్రధాని మోదీని కించపరుస్తూ మార్ఫింగ్ చేసిన ఫోటోని ట్వీట్ చేసిన గుజరాత్ పోలీస్ కానిస్టేబుల్ సునీతా యాదవ్.,https://factly.in/telugu-gujarat-police-official-sunita-yadav-did-not-tweet-the-derogatory-picture-of-pm-modi/
 అయోధ్య రామ మందిర నిర్మాణం జరిగితే ఆత్మహత్య చేసుకుంటానని చెప్పిన కపిల్ సిబల్.,https://factly.in/telugu-kapil-sibal-did-not-say-that-he-will-commit-suicide-if-ram-mandir-is-built-in-ayodhya/
 కోవిడ్-19 వ్యాధికి వాక్సిన్ కనుగొన్న రష్యా.,https://factly.in/telugu-russia-has-not-yet-found-the-vaccine-for-covid-19/
 మూడు కన్నులతో జన్మించిన శిశువు వీడియో.,https://factly.in/telugu-edited-video-shared-as-kid-born-with-3-eyes/
 పోలీస్ డిపార్ట్మెంట్ లో అవినీతిని తగ్గించే క్రమంలో కేంద్ర న్యాయశాఖ CrPC లోని సెక్షన్ 41Aని సవరించి పోలీస్ స్టేషన్ లో ఇచ్చే బెయిల్ పద్ధతిని నిలిపివేసింది.,https://factly.in/telugu-amendments-made-to-the-code-of-criminal-procedure-act-in-2008-2010-are-intact-no-changes/
 1972 లో కేరళలో గొడవలు చేస్తున్న ‘గూండా విజయన్ కొరాన్’ ని అజిత్ దోవల్ పోలీస్ స్టేషన్ సెల్ లో వేసి బెదిరించాడు.,https://factly.in/telugu-pinarayi-vijayan-ajit-doval-story-is-false/
 శ్రీకాకుళం జిల్లా టెక్కలిలో బోల్తా పడిన మద్యం లారీ వీడియో.,https://factly.in/telugu-liquor-truck-overtuned-in-dindigul-tamilnadu-not-andhra-pradesh/
 ప్రధానమంత్రి నరేంద్ర మోదీ నియోజకవర్గం అయిన వారణాసిలో చిన్నపాటి వర్షానికే సముద్రాన్ని తలపిస్తున్న రహదారి.,https://factly.in/telugu-allahabad-under-bridge-image-shared-as-the-one-from-varanasi/
 వివేక్ దూబే ఎన్కౌంటర్ అనంతరం సంబరాలు చేసుకుంటున్న ఉత్తర్ ప్రదేశ్ పోలీసుల వీడియో.,https://factly.in/telugu-old-video-of-delhi-police-falsely-shared-as-up-police-dancing-after-encounter-of-vikas-dubey/
 ఫోటో గుజరాత్ రాష్ట్రం లోని ఒక రైల్వే బ్రిడ్జ్ అండర్ పాస్ లో నిలిచి ఉన్న వర్షపు నీటిలో ప్రయాణం చేస్తున్న వ్యక్తులది.,https://factly.in/telugu-photo-of-people-walking-in-the-rainwater-logged-under-a-railway-bridge-in-up-shared-as-that-from-gujarat/
 కేంద్ర ప్రభుత్వం: ‘చైనాలో చేసే M.B.B.S భారత్ లో చెల్లదు’.,https://factly.in/telugu-central-government-did-not-pass-any-order-removing-the-validity-of-mbbs-degree-from-china/
 మీసేవ లో ప్రధానమంత్రి కిసాన్ క్రెడిట్ కార్డు అప్లికేషన్స్ మొదలయ్యాయి,https://factly.in/telugu-incorrect-and-misleading-information-being-shared-about-pm-kisan-credit-card/
 రాజస్తాన్ కాంగ్రెస్ నాయకుడు సచిన్ పైలట్ బీజేపీలో చేరుతున్న ఫోటో.,https://factly.in/telugu-morphed-photo-is-shared-as-sachin-pilot-joining-bjp/
 తెలంగాణ రాష్ట్రంలో రోడ్డు పై వరి మొక్కలు నాటుతున్న ఫోటో.,https://factly.in/telugu-photo-of-paddy-plantation-work-on-damaged-roads-is-not-from-telangana/
 21 ఏళ్ళ యువ శాస్త్రవేత్త డ్రోన్ బాయ్ ప్రతాప్ ని ప్రధానమంత్రి నరేంద్ర మోదీ DRDOలో శాస్త్రవేత్తగా నియమించారు.,https://factly.in/telugu-drone-boy-pratap-was-not-appointed-in-drdo-by-pm-modi/
 ఫోటోలో మలాలా యూసుఫ్ జాయ్ గురించి ఉన్న పాఠం ప్రభుత్వం వారి NCERT ఆరవ తరగతి పుస్తకంలోనిది.,https://factly.in/telugu-ncert-textbooks-does-not-carry-any-lesson-on-malala-yousafzai/
 కేరళ ముఖ్యమంత్రి పనిరయి విజయన్ పేరు తన చేతిపై పచ్చబొట్టుగా వేయించుకున్న కేరళ స్మగ్లింగ్ కేసులో అరెస్ట్ అయిన స్వప్న సురేష్.,https://factly.in/telugu-morphed-photo-shared-as-kerala-cm-pinarayi-name-on-accused-gold-smuggler-swapna-suresh-hand/
 అమితాబ్ బచ్చన్ కోవిడ్ -19 చికిత్స కోసం నానావతి హాస్పిటల్ లో చేరిన తర్వాత అక్కడి వైద్యుల^ నర్సుల మరియు ఆరోగ్య సిబ్బంది శ్రమని మెచ్చుకుంటున్న వీడియో.,https://factly.in/telugu-amitabh-old-video-of-nanavati-hospital-appreciation-being-shared-as-new/
 ఇతర దేశాలలో లీటర్ పెట్రోల్ ధర భారత్ లో కన్నా చాలా తక్కువగా ఉంది.,https://factly.in/telugu-incorrect-petrol-prices-of-other-countries-being-compared-with-price-in-india/
 గల్వాన్ ఘటనలో 100 మందికి పైగా చైనా సైనికులు చనిపోయారని తెలిపిన చైనా మాజీ సైనిక అధికారి జియాన్లీ యాంగ్.,https://factly.in/telugu-jianli-yang-never-claimed-that-over-100-chinese-soldiers-had-died-in-the-galwan-valley-clashes/
 అయోధ్య లోని ఒక ట్రాఫిక్ కూడలి వద్ద ‘గద^ విల్లు మరియు బాణం’ ఉన్న ఫోటో.,https://factly.in/telugu-this-chowk-with-mace-bow-and-arrow-sculpture-is-in-vadodara-not-in-ayodhya/
statement,link
 మోడీ సత్తాని తెలుపుతూ జపాన్ దేశం వారు తీసిన వీడియో.,https://factly.in/telugu-animation-video-made-by-india-today-group-shared-as-that-made-by-japan-showing-the-stamina-of-modi/
 హైదరాబాద్ లో వైద్య సిబ్బంది మరియు పోలీసుల నుండి కొరోనా పాజిటివ్ వ్యక్తి పారిపోతున్న వీడియో.,https://factly.in/telugu-this-video-of-a-person-escaping-from-the-police-and-medial-staff-is-from-kerala/
 బ్రేకింగ్ న్యూస్: స్వల్ప అస్వస్థత తో సోమాజీగూడ యశోద ఆస్పత్రిలో చేరిన తెలంగాణ ముఖ్యమంత్రి కేసీఆర్.,https://factly.in/telugu-old-news-clip-shared-as-telangana-cm-kcr-recently-admitted-in-a-hospital-due-to-illness/
 కేంద్ర మంత్రి నిర్మలా సీతారామన్ మిలిటరీలో పనిచేస్తున్న తన కూతురితో దిగిన ఫోటో.,https://factly.in/telugu-the-woman-in-this-photo-is-not-nirmala-sitharaman-daughter/
 ఆంధ్ర ప్రదేశ్ ప్రభుత్వం ‘1 జులై 2020’ న ఆధునిక ఆరోగ్య సేవలతో ప్రారంభించిన ‘108’ అంబులెన్స్ లో కాన్పు జరిగిన ఫోటో.,https://factly.in/telugu-old-photo-shared-as-the-new-108-ambulance-in-andhra-pradesh/
 భారతీయ మీడియా ప్రస్తుత స్థితిని వర్ణిస్తూ అమెరికన్ కార్టూనిస్ట్ బెన్ గారిసన్ గీసిన కార్టూన్ ఫోటో.,https://factly.in/telugu-american-cartoonist-ben-garrison-didnt-draw-this-cartoon-depicting-the-current-state-of-indian-media/
 కూలిపోయిన జమ్నగర్-జునాగర్ హైవే బ్రిడ్జి మూడు నెలల కిందట ప్రధానమంత్రి నరేంద్ర మోదీ ప్రారంభించారు.,https://factly.in/telugu-the-collapsed-jamnagar-junagarh-highway-bridge-wasnt-inaugurated-by-pm-modi-three-months-ago/
 కాన్పూర్ ఎన్కౌంటర్ సూత్రధారి బిజేపి నాయకుడు వికాస్ దుబే.,https://factly.in/telugu-bjp-leader-vikas-dubey-is-not-the-accused-in-killing-of-8-police-personnel-in-up/
 కోవిడ్-19 వ్యాధి బారినపడిన జర్నలిస్టులకు యాభై వేల రూపాయల నుంచి లక్ష రూపాయల వరకు ఆర్థిక సహాయం చేయటానికి కేంద్ర ప్రభుత్వం ప్రత్యేక పథకం మొదలు పెట్టింది.,https://factly.in/telugu-no-special-scheme-for-journalists-tested-positive-for-covid19/
 భారత్ కు మద్దతుగా అమెరికా తమ సైన్యాన్ని పంపించింది.,https://factly.in/telugu-this-video-is-not-related-to-american-army-in-india-in-support-of-india/
 ‘సైకిల్ గర్ల్’ జ్యోతి కుమారి పాశ్వాన్ మరణించింది.,https://factly.in/telugu-death-of-a-girl-jyoti-kumari-in-bihar-is-falsely-linked-to-cycle-girl-jyoti-kumari-paswan/
 ప్రధానమంత్రి గాయపడిన సైనికులను సందర్శించినప్పుడు ఫొటోలకి పోజులివ్వడం కొరకు లేహ్ లో ఒక ఫేక్ హాస్పిటల్ వార్డుని సృష్టించారు.,https://factly.in/telugu-a-fake-hospital-ward-was-not-created-for-pms-visit-to-leh-military-hospital/
 రిటైర్మెంట్ ప్రకటించిన బ్యాడ్మింటన్ స్టార్ పీ.వీ.సింధు.,https://factly.in/telugu-pv-sindhu-did-not-announce-her-retirement-from-badminton/
 మోదీ సాధించిన దౌత్య విజయం – UN పెండింగ్ లిస్ట్ నుండి కాశ్మీర్ అంశం పూర్తిగా తొలిగించబడింది.,https://factly.in/telugu-jammu-and-kashmir-was-removed-from-the-u-n-list-of-disputes-in-2010-itself/
 బీహార్ అసెంబ్లీ ఎన్నికల నేపధ్యంలో బీజేపీ యథేచ్ఛగా మద్యం పంపిణీ చేస్తున్న ఫోటో.,https://factly.in/telugu-2017-photo-shared-as-bjp-distributing-liquor-for-2020-bihar-assembly-elections/
 తెలంగాణలో కలకలం రేపుతున్న మహిళల మిస్సింగ్ కేసులు^ 4 రోజుల్లోనే 206 కేసులు నమోదు.,https://factly.in/telugu-the-missing-persons-figures-in-the-state-of-telangana-is-not-abnormal/
 బీహార్ లో బీజేపీ కాన్వాయ్ పై ప్రజలు రాళ్ళు రువ్వుతున్న వీడియో.,https://factly.in/telugu-a-video-of-the-attack-on-nitish-kumars-convoy-in-2018-falsely-shared-as-recent-attack-on-bjp/
 అయోధ్యలో కడుతున్న రామ మందిరం ఫోటో.,https://factly.in/telugu-this-image-does-not-show-ram-temple-construction-in-ayodhya/
 ముస్లిం యువతకు 100% సబ్సిడీ పై రుణాలు ఇస్తున్న తెలంగాణ ప్రభుత్వం. 100% సబ్సిడీ అంటే 10 లక్షలు తీసుకుంటే ఒక్క రూపాయి కూడా కట్టనక్కరలేదు.,https://factly.in/telugu-100-subsidy-for-units-which-costs-upto-50000-rupees-is-applicable-to-various-groups-not-only-muslims/
 దుబ్బాక ఉప ఎన్నికలకు సంబంధించి C-Voter సంస్థ నిర్వహించిన ప్రీ పోల్ సర్వే వివరాలు.,https://factly.in/telugu-c-voter-did-not-release-any-poll-survey-for-dubbaka-by-election/
 సౌదీ అరేబియా ప్రభుత్వం ఫ్రాన్స్ వస్తువులను ఎడారిలో విసిరేస్తున్న వీడియో.ఫాక్ట్ (నిజం): పోస్టులో షేర్ చేసిన ఆ వీడియో పాతది. వీడియోలో కనిపిస్తున్న ట్రక్కుల నుంచి విసేరేస్తున్నది నిల్వ చేసిన చికెన్ కార్టన్లు^ ఫ్రాన్స్ దేశంలో తయారయిన వస్తువులు కాదు. 2016 లో కుళ్ళిపోయి ఉన్న 8 లక్షల చికెన్ కార్టన్లని అల్-ఖాసిం మునిసిపల్ కార్పొరేషన్ ఎడారిలో విసిరేస్తున్న దృశ్యం ఇది. ఈ వీడియోకి^ ఇటివల ఫ్రాన్స్ దేశానికి వ్యతిరేకంగా ముస్లిం దేశాలు చేస్తున్న నిరసనలకి ఎటువంటి సంబంధం లేదు. కావున^ పోస్టులో చేస్తున్న క్లెయిమ్ తప్పు.,https://factly.in/telugu-unrelated-old-video-shared-as-saudi-government-throwing-away-french-products-in-a-desert/
 బీహార్ ఎన్నికల కోసం RJD లీడర్ తేజస్వి యాదవ్ బహిరంగంగా డబ్బులు పంచుతున్న వీడియో.,https://factly.in/telugu-video-of-tejashwi-yadav-distributing-money-to-flood-victims-is-falsely-linked-to-bihar-elections/
 కేంద్ర ప్రభుత్వం ప్రవేశ పెట్టిన నూతన వ్యవసాయ^ విద్యుత్ బిల్లులకు వ్యతిరేకంగా బీహార్ లో ఎన్నికల ప్రచారానికి వచ్చిన BJP నాయకులను రైతులు కొడుతున్న వీడియో.ఫాక్ట్(నిజం): ఈ వీడియోలు 2016^ 2017లో వెస్ట్ బెంగాల్ BJP నేతలపై ఇతర పార్టీనేతలు చేసిన దాడికి సంబంధించినవి. అంతేగాని పోస్టులో చెప్తున్నట్టు కేంద్రం తీసుకు వచ్చిన వ్యవసాయ^ విద్యుత్ బిల్లులకు వ్యతిరేకంగా BJP నేతలని ప్రజలు కొడుతున్నారన్న వాదనలో నిజం లేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,https://factly.in/telugu-old-videos-being-shared-as-people-attacking-bjp-leaders-in-bihar/
 1947 లో ఏడు శాతం ఉన్న మైనారిటీల జనాభా 2020 నాటికి 30 శాతానికి పెరిగింది.,https://factly.in/telugu-minorities-population-is-not-30-percent-in-india/
 లాక్ డౌన్ సమయంలో మరణించిన వలస కార్మికురాలి బాలుడు ఆకలితో^ చనిపోయి ఉన్న తన తల్లి పాలు తాగుతున్న ఫోటో.,https://factly.in/telugu-3-year-old-photos-shared-as-toddler-drinking-milk-from-dead-migrant-worker-recently/
 10వ తరగతి ఇంగ్లీష్ పుస్తకాల్లో పవన్ కళ్యాణ్ జీవిత చరిత్ర ప్రవేశపెట్టిన కర్ణాటక ప్రభుత్వం.,https://factly.in/telugu-pawan-kalyans-biography-was-not-mentioned-in-the-10th-class-english-book-by-the-karnataka-government/
 అమెరికాలో నిరసనకారులు వైట్ హౌస్ (వాషింగ్టన్^ డీసీ) లోకి దూసుకు వెళ్తున్న వీడియో.,https://factly.in/telugu-a-video-of-protestors-at-the-ohio-statehouse-is-being-falsely-shared-as-protestors-storming-into-the-white-house/
 ‘ఇంటర్నేషనల్ హిందూ అసోసియేషన్ మెంబర్ షిప్ ఐడీ కార్డ్’ అనే ఒక కొత్త కార్డును భారత దేశంలోని హిందువుల కోసం నరేంద్ర మోదీ ప్రవేశ పెడుతున్నారు.,https://factly.in/telugu-government-is-not-launching-any-international-hindu-association-membership-identification-card/
 ద్వారంలో నుండి సూర్యకిరణాలు వస్తున్న ఈ ఫోటో ఒడిశా లోని కోణార్క్ సూర్య దేవాలయానిది.,https://factly.in/telugu-this-sunlight-photo-is-not-related-to-the-konark-temple-in-odisha-india/
 ‘ఇంటర్నేషనల్ హిందూ అసోసియేషన్ మెంబర్ షిప్ ఐడీ కార్డ్’ అనే ఒక కొత్త కార్డును భారత దేశంలోని హిందువుల కోసం నరేంద్ర మోదీ ప్రవేశ పెడుతున్నారు.,https://factly.in/telugu-government-is-not-launching-any-international-hindu-association-membership-identification-card/
 ద్వారంలో నుండి సూర్యకిరణాలు వస్తున్న ఈ ఫోటో ఒడిశా లోని కోణార్క్ సూర్య దేవాలయానిది.,https://factly.in/telugu-this-sunlight-photo-is-not-related-to-the-konark-temple-in-odisha-india/
 మిడతలను తినటానికి హైదరబాద్ లో పావురాలను వదులుతున్న వీడియో.,https://factly.in/telugu-this-video-of-releasing-pigeons-en-masse-has-nothing-to-do-with-hyderabad/
 యాభై మూడు కోట్ల రూపాయలను నలభై ఒక కోట్ల ప్రజల బ్యాంకు ఖాతాల్లో ప్రభుత్వం వేసినట్టు కేంద్ర హోం మంత్రి అమిత్ షా చెప్పారు.,https://factly.in/telugu-aaj-tak-misquotes-amit-shah-he-said-53000-crore-rupees-into-41-crore-bank-accounts/
 క్వారంటైన్ సెంటర్ లో దళితులు వంట చేసినందున తాము తినమని భోజనం ప్లేట్లు ఉన్న బెంచ్ ని తన్నిన యువకుల వీడియో.,https://factly.in/telugu-this-video-does-not-show-people-refusing-to-eat-food-cooked-by-a-dalit-woman-at-a-quarantine-cente/
 కోటి మంది కొరోనా బాధితులకు ప్రభుత్వం ఉచితంగా చికిత్స అందించిందని చెప్పిన ప్రధాని మోదీ.,https://factly.in/telugu-pm-modi-has-not-said-that-his-government-provided-treatment-for-one-crore-covid-19-patients/
 తెలంగాణలో జులై 1 నుంచి స్కూల్స్ ప్రారంభం. మార్గదర్శకాలను విడుదల చేసిన పాఠశాల విద్యాశాఖ.,https://factly.in/telugu-telangana-schools-reopen-guidelines-july-is-fake/
 ఫోటోలు తాజాగా ఉత్తరాఖండ్ లోని అడవులలో చెలరేగిన మంటలకి సంబంధించినవి.,https://factly.in/telugu-these-photos-of-forest-fire-are-old-ones/
 ఫోటోలో ఉన్నది అయోధ్య రామజన్మభూమి తవ్వకాల్లో లభించిన ఐదు అడుగుల శివలింగం.,https://factly.in/telugu-this-shivlinga-was-not-unearthed-at-ram-janma-bhoomi-rjb-temple-site-in-ayodhya/
 జయలలిత మరియు నిర్మలా సీతారామన్ యొక్క ఫోటో.,https://factly.in/telugu-late-tamil-nadu-cm-jayalalithaa-picture-with-the-tamil-author-sivasankari-shared-as-that-with-nirmala-sitharaman/
 కాశీ విశ్వనాథ్ దేవాలయం కారిడార్ ప్రాజెక్ట్ కొరకు 80 మంది ముస్లింల ఇళ్ళను కూల్చివేసినప్పుడు 45 పాత దేవాలయాలు కనుగొనబడ్డాయి.,https://factly.in/telugu-demolition-of-muslim-houses-reveal-ancient-temples-no-they-are-hindu-houses/
 సౌదీ అరేబియాలో తాజాగా కాకుల కలకలం చేసిన వీడియో.,https://factly.in/telugu-old-video-from-texas-is-shared-as-that-of-crow-attack-in-saudi-arabia/
 ‘పాఠశాలలూ మరియు కళాశాలలూ జూన్ 1 నుండి బేసి/సరి ప్రాతిపదికన తిరిగి తెరవాలి. బేసి రోజుల్లో ఉపాధ్యాయులు వస్తారు మరియు సరి రోజుల్లో విద్యార్థులు వస్తారు’ అని రాహుల్ గాంధీ ట్వీట్ చేసారు.,https://factly.in/telugu-rahul-gandhi-tweet-about-odd-even-days-of-school-opening-children-is-fake/
 కోల్‌కతా విమానాశ్రయంలో మోదీ దిగిన తర్వాత మమతా బెనర్జీ ఆయనకి నమస్కరించలేదు.,https://factly.in/english-mamata-banerjee-has-also-greeted-modi-with-a-namaskar-upon-his-arrival-at-kolkata-airport/
 ఫోటోలో రాహుల్ గాంధీ తో ఉన్నవారు వలస కార్మికులు కాదు^ వారిని కార్లో తీసుకొని వచ్చి రోడ్డు మీద కూర్చోపెట్టారు.,https://factly.in/telugu-rahul-gandhi-migrant-photo-is-taken-after-his-discussion-with-migrants/
 పూర్తి జమ్మూకాశ్మీర్‌ భారత్‌లో అంతర్భాగమని తమ అధికారిక వెబ్ సైట్ లో ఒప్పుకున్న పాకిస్థాన్.,https://factly.in/telugu-just-like-google-maps-pakistan-governments-covid-19-tracker-website-showed-the-entire-jk-as-part-of-india-only-when-accessed-from-india/
 చార్మినార్ (హైదరాబాద్)^ మదీనా ప్రాంతం దగ్గర భౌతిక దూరం పాటించకుండా జనాలు గుంపులుగా షాపింగ్ చేస్తున్న వీడియో.,https://factly.in/telugu-video-from-pakistan-falsely-shared-as-crowd-with-no-social-distancing-at-a-shopping-center-in-old-city-hyderabad/
 తమిళనాడులో దేవాలయాలకు కరెంట్ యూనిట్ కి 8 రూపాయలు ఛార్జ్ చేస్తే^ మసీదు మరియు చర్చీలకు కరెంట్ యూనిట్ కి 2.85 రూపాయలు మాత్రమే ఛార్జ్ చేస్తారు.,https://factly.in/telugu-all-actual-places-of-public-worship-in-tamilnadu-are-charged-same-price-per-electric-unit/
 టమాటో లలో కనిపించిన ‘తిరంగ వైరస్’^ కరోనావైరస్ యొక్క కొత్త వెర్షన్^ మానవులకు హానికరం.,https://factly.in/telugu-the-disease-affecting-tomato-crops-in-maharashtra-is-neither-related-to-coronavirus-nor-harmful-to-humans/
statement,link
 లాక్ డౌన్ 4.0 లో వివిధ షాపులు తెరిచే రోజులు మరియు సమయాల షెడ్యూల్ రిలీజ్ చేసిన ప్రభుత్వం.,https://factly.in/telugu-this-lockdown-4-0-is-not-released-by-the-central-government/
 బీహార్ లో కొత్త మసీదుకి శక్తులు రావాలని ఒక హిందూ మైనర్ బాలుడిని ముస్లింలు బలిచ్చారు.,https://factly.in/telugu-this-minor-hindu-boy-was-not-sacrificed-for-a-mosque-in-bihar/
statement,link
వివరణ (MAY 07^ 2021): ఈ ఆర్టికల్ ICMR 06 మే 2021న వివరణ ఇచ్చిన ట్వీట్ ద్వారా అప్డేట్ చేయటం జరిగింది.,https://factly.in/telugu-no-this-list-of-covid-19-precautions-was-not-issued-by-icmr/
 లాక్ డౌన్ లో తెలంగాణ ప్రభుత్వం ముస్లింలకి ఇస్తున్న రంజాన్ గిఫ్ట్ కిట్ ఫోటో.,https://factly.in/telugu-an-old-photo-falsely-shared-as-ramzan-gift-by-the-telangana-government-during-the-lockdown/
 తమల్ కృష్ణ దాస్ అనే సాధువు మీద బృందావనం (యూపీ) లో బంగ్లాదేశ్ నుంచి అక్రమంగా వచ్చిన రోహింగ్యా ముస్లింలు దాడి చేసారు.,https://factly.in/telugu-brindavan-mathura-attackers-are-neither-muslim-nor-bangladeshi/
 వైద్య విధానంలో భారత్ ప్రపంచంలో 15వ స్థానంలో ఉంది.,https://factly.in/telugu-india-in-15th-place-in-medical-process-no-such-study/
statement,link
 ఫోటోలో రాహుల్ గాంధీ తో ఉన్నవారు వలస కార్మికులు కాదు^ వారిని కార్లో తీసుకొని వచ్చి రోడ్డు మీద కూర్చోపెట్టారు.,https://factly.in/telugu-rahul-gandhi-migrant-photo-is-taken-after-his-discussion-with-migrants/
 పూర్తి జమ్మూకాశ్మీర్‌ భారత్‌లో అంతర్భాగమని తమ అధికారిక వెబ్ సైట్ లో ఒప్పుకున్న పాకిస్థాన్.,https://factly.in/telugu-just-like-google-maps-pakistan-governments-covid-19-tracker-website-showed-the-entire-jk-as-part-of-india-only-when-accessed-from-india/
 చార్మినార్ (హైదరాబాద్)^ మదీనా ప్రాంతం దగ్గర భౌతిక దూరం పాటించకుండా జనాలు గుంపులుగా షాపింగ్ చేస్తున్న వీడియో.,https://factly.in/telugu-video-from-pakistan-falsely-shared-as-crowd-with-no-social-distancing-at-a-shopping-center-in-old-city-hyderabad/
 తమిళనాడులో దేవాలయాలకు కరెంట్ యూనిట్ కి 8 రూపాయలు ఛార్జ్ చేస్తే^ మసీదు మరియు చర్చీలకు కరెంట్ యూనిట్ కి 2.85 రూపాయలు మాత్రమే ఛార్జ్ చేస్తారు.,https://factly.in/telugu-all-actual-places-of-public-worship-in-tamilnadu-are-charged-same-price-per-electric-unit/
 టమాటో లలో కనిపించిన ‘తిరంగ వైరస్’^ కరోనావైరస్ యొక్క కొత్త వెర్షన్^ మానవులకు హానికరం.,https://factly.in/telugu-the-disease-affecting-tomato-crops-in-maharashtra-is-neither-related-to-coronavirus-nor-harmful-to-humans/
statement,link
 లాక్ డౌన్ 4.0 లో వివిధ షాపులు తెరిచే రోజులు మరియు సమయాల షెడ్యూల్ రిలీజ్ చేసిన ప్రభుత్వం.,https://factly.in/telugu-this-lockdown-4-0-is-not-released-by-the-central-government/
 బీహార్ లో కొత్త మసీదుకి శక్తులు రావాలని ఒక హిందూ మైనర్ బాలుడిని ముస్లింలు బలిచ్చారు.,https://factly.in/telugu-this-minor-hindu-boy-was-not-sacrificed-for-a-mosque-in-bihar/
statement,link
వివరణ (MAY 07^ 2021): ఈ ఆర్టికల్ ICMR 06 మే 2021న వివరణ ఇచ్చిన ట్వీట్ ద్వారా అప్డేట్ చేయటం జరిగింది.,https://factly.in/telugu-no-this-list-of-covid-19-precautions-was-not-issued-by-icmr/
 లాక్ డౌన్ లో తెలంగాణ ప్రభుత్వం ముస్లింలకి ఇస్తున్న రంజాన్ గిఫ్ట్ కిట్ ఫోటో.,https://factly.in/telugu-an-old-photo-falsely-shared-as-ramzan-gift-by-the-telangana-government-during-the-lockdown/
 తమల్ కృష్ణ దాస్ అనే సాధువు మీద బృందావనం (యూపీ) లో బంగ్లాదేశ్ నుంచి అక్రమంగా వచ్చిన రోహింగ్యా ముస్లింలు దాడి చేసారు.,https://factly.in/telugu-brindavan-mathura-attackers-are-neither-muslim-nor-bangladeshi/
 వైద్య విధానంలో భారత్ ప్రపంచంలో 15వ స్థానంలో ఉంది.,https://factly.in/telugu-india-in-15th-place-in-medical-process-no-such-study/
statement,link
